digits_actual,digits_predicted,len_predicted
2,5,1
11,11,2
47,47,2
86,86,2
57,57,2
369,369,3
32,32,2
169,169,3
290,290,3
22,22,2
7,7,1
18,10,2
133,135,3
97,97,2
7,7,1
63,63,2
138,138,3
75,75,2
13,13,2
79,79,2
47,41,2
11,191,3
59,59,2
7,7,1
90,90,2
20,20,2
3300,3300,4
2,2,1
14,14,2
215,218,3
17,17,2
78,78,2
96,96,2
8,8,1
38,38,2
361,361,3
147,147,3
166,166,3
36,36,2
22,22,2
1,11,2
48,48,2
76,76,2
312,312,3
8,8,1
558,558,3
8,8,1
39,39,2
33,343,3
5,5,1
44,44,2
73,73,2
262,162,3
7,7,1
102,102,3
637,637,3
41,41,2
11,11,2
24,4,1
17,17,2
46,46,2
39,39,2
46,46,2
23,23,2
24,24,2
148,148,3
214,24,2
141,11,2
104,104,3
207,207,3
30,30,2
267,267,3
946,648,3
37,37,2
499,499,3
15,15,2
494,494,3
1272,1272,4
67,67,2
23,23,2
10,10,2
975,975,3
7,7,1
78,78,2
55,55,2
85,85,2
20,20,2
264,254,3
191,191,3
32,32,2
445,445,3
253,253,3
21,21,2
84,84,2
5,5,1
50,50,2
69,69,2
177,177,3
31,31,2
35,35,2
90,80,2
17,17,2
119,119,3
27,27,2
26,26,2
3,9,1
77,77,2
95,95,2
5,5,1
56,56,2
230,230,3
2,2,1
200,10,2
59,59,2
50,50,2
27,27,2
31,31,2
15,13,2
6,5,1
24,24,2
220,220,3
13,13,2
1534,1534,4
2407,2407,4
247,247,3
20,20,2
6,6,1
9,9,1
87,87,2
78,3,1
1882,1113,4
915,995,3
237,237,3
5,5,1
361,361,3
41,41,2
8,8,1
68,68,2
79,79,2
41,41,2
27,27,2
11,11,2
52,52,2
34,34,2
470,470,3
111,111,3
253,253,3
20,20,2
278,278,3
46,45,2
18,18,2
133,133,3
43,43,2
14,14,2
13,13,2
735,735,3
50,50,2
160,160,3
93,93,2
74,74,2
246,246,3
4,4,1
1,1,1
84,84,2
7,7,1
100,109,3
124,124,3
3,3,1
23,23,2
84,84,2
3,3,1
54,54,2
23,23,2
6,6,1
509,509,3
41,4,1
4514,1514,4
47,47,2
51,51,2
48,48,2
22,22,2
19,19,2
18,18,2
9,9,1
31,51,2
16,16,2
10,10,2
1,1,1
36,36,2
44,44,2
20,20,2
89,89,2
12,12,2
32,32,2
292,292,3
72,72,2
147,147,3
26,26,2
262,262,3
7,7,1
46,746,3
33,33,2
4,1,1
109,109,3
20,20,2
99,99,2
4,4,1
418,418,3
187,187,3
201,201,3
275,275,3
14,14,2
59,59,2
29,29,2
11,11,2
34,34,2
9,9,1
1911,191,3
3,3,1
28,28,2
68,68,2
23,23,2
1982,1982,4
124,124,3
150,150,3
83,83,2
170,170,3
56,56,2
7,0,1
194,194,3
12,12,2
1,1,1
1,1,1
38,38,2
31,31,2
11,11,2
3,3,1
2,2,1
39,39,2
32,32,2
3,3,1
8,8,1
1525,1525,4
14,14,2
17,117,3
4,4,1
165,165,3
47,47,2
249,247,3
69,69,2
27,27,2
27,27,2
67,47,2
30,30,2
18,15,2
218,218,3
10,10,2
3423,1423,4
6306,3306,4
99,99,2
496,496,3
9,9,1
28,28,2
19,19,2
8,7,1
29,29,2
11,11,2
1,1,1
8,8,1
15,15,2
19,19,2
62,62,2
11,11,2
633,633,3
87,87,2
270,270,3
205,205,3
122,122,3
75,75,2
8,8,1
49,49,2
33,33,2
160,160,3
29,29,2
128,128,3
7,7,1
273,273,3
211,211,3
33,13,2
50,50,2
431,431,3
144,144,3
40,40,2
209,209,3
402,402,3
261,251,3
44,44,2
47,47,2
62,62,2
6,6,1
19,19,2
104,104,3
16,16,2
35,35,2
20,60,2
10,10,2
408,408,3
11,11,2
53,53,2
24,24,2
44,44,2
70,74,2
37,37,2
99,99,2
229,229,3
1301,1301,4
81,84,2
37,37,2
477,477,3
155,155,3
42,42,2
18,18,2
109,109,3
1702,1702,4
167,167,3
4,4,1
100,100,3
62,62,2
2,2,1
21,21,2
97,97,2
27,27,2
53,83,2
33,33,2
8,8,1
126,426,3
60,60,2
57,57,2
18,18,2
285,285,3
66,66,2
73,73,2
246,246,3
86,86,2
306,305,3
56,56,2
50,50,2
373,373,3
33,33,2
35,35,2
5,5,1
18,18,2
350,350,3
619,619,3
505,505,3
41,41,2
67,67,2
805,805,3
7,7,1
2421,2771,4
61,61,2
37,37,2
3,3,1
34,34,2
191,191,3
11,11,2
16,36,2
24,24,2
1,1,1
16,16,2
26,26,2
524,524,3
16,16,2
3,3,1
387,387,3
10,10,2
22,22,2
131,131,3
96,96,2
8,6,1
15,157,3
12,12,2
950,950,3
48,48,2
1108,1108,4
47,47,2
133,133,3
72,72,2
2,2,1
108,108,3
407,407,3
42,42,2
247,247,3
157,157,3
8,8,1
1352,1352,4
103,103,3
602,602,3
263,263,3
426,426,3
3,3,1
35,35,2
48,48,2
218,218,3
18,18,2
189,189,3
249,249,3
628,529,3
125,125,3
171,77,2
3,3,1
53,53,2
2,2,1
20,20,2
63,63,2
28,28,2
6,16,2
9,9,1
1939,1131,4
57,57,2
6,6,1
3,3,1
3,3,1
207,407,3
81,81,2
26,96,2
1380,1310,4
3,2,1
20,20,2
26,26,2
86,86,2
1682,1682,4
47,47,2
92,92,2
199,199,3
5,5,1
2,2,1
6,6,1
14,14,2
41,41,2
12,12,2
528,528,3
32,32,2
745,246,3
15,15,2
258,258,3
108,108,3
1213,223,3
551,51,2
47,47,2
102,102,3
10,10,2
447,447,3
8,8,1
575,575,3
5,5,1
87,87,2
387,387,3
19,19,2
140,140,3
258,258,3
41,41,2
126,126,3
6,6,1
13,13,2
15,16,2
82,82,2
187,187,3
261,261,3
4,4,1
1,1,1
6,6,1
11,11,2
3,3,1
161,161,3
63,63,2
59,59,2
277,277,3
226,226,3
255,255,3
213,213,3
13,13,2
1,1,1
2,2,1
165,165,3
6,6,1
265,265,3
86,86,2
2,2,1
23,23,2
43,43,2
14,14,2
211,221,3
21,21,2
210,210,3
688,1668,4
79,79,2
28,28,2
102,102,3
41,41,2
74,74,2
40,40,2
7,7,1
10,10,2
43,43,2
5,5,1
29,29,2
26,26,2
78,78,2
20,20,2
71,71,2
968,968,3
12,12,2
11,11,2
15,15,2
40,40,2
28,28,2
123,123,3
890,890,3
32,32,2
76,76,2
48,48,2
13,13,2
5,5,1
22,22,2
225,225,3
21,211,3
7,2,1
4,4,1
30,30,2
54,54,2
15,15,2
20,20,2
16,13,2
1235,1235,4
73,73,2
76,76,2
3,3,1
4,4,1
19,19,2
2,2,1
162,162,3
321,321,3
328,280,3
13,13,2
7,187,3
202,202,3
51,51,2
64,64,2
88,88,2
20,20,2
2010,2010,4
17,27,2
37,37,2
198,38,2
68,68,2
116,116,3
45,45,2
1923,1945,4
11,111,3
79,79,2
4,4,1
6,6,1
2,2,1
37,35,2
509,500,3
58,58,2
6,6,1
13,13,2
49,49,2
76,76,2
19,19,2
27,27,2
7,2,1
6,6,1
100,100,3
32,32,2
32,32,2
296,56,2
104,104,3
38,38,2
259,259,3
33,33,2
246,246,3
108,108,3
39,39,2
164,164,3
6,6,1
11,11,2
65,65,2
131,131,3
6,6,1
56,56,2
13,13,2
24,24,2
10,10,2
2619,2619,4
1407,1407,4
2257,2257,4
110,110,3
54,54,2
16,18,2
311,30,2
688,688,3
158,158,3
3,3,1
105,105,3
206,206,3
1199,199,3
38,38,2
63,43,2
15,15,2
50,59,2
285,285,3
70,70,2
32,32,2
83,83,2
2,2,1
35,35,2
203,203,3
45,45,2
47,47,2
6,66,2
7,77,2
19,19,2
102,102,3
8,8,1
12,12,2
272,272,3
12,12,2
33,33,2
12,12,2
231,231,3
44,44,2
145,145,3
59,59,2
5039,3032,4
116,116,3
2426,2426,4
67,67,2
56,56,2
544,544,3
10,10,2
5,5,1
340,340,3
151,151,3
130,30,2
8,5,1
96,96,2
46,46,2
94,14,2
2566,2566,4
79,79,2
10,10,2
17,17,2
10,10,2
303,303,3
2246,2265,4
13,13,2
13,3,1
2374,2374,4
2506,2506,4
36,36,2
11,11,2
57,17,2
86,86,2
41,41,2
45,45,2
26,26,2
54,54,2
3,3,1
163,163,3
3,3,1
42,42,2
197,197,3
21,31,2
3,1,1
409,409,3
4,4,1
174,174,3
115,115,3
94,94,2
103,103,3
20,10,2
48,48,2
159,159,3
16,16,2
8,4,1
6,6,1
135,135,3
37,37,2
10,10,2
27,27,2
75,75,2
19,19,2
31,31,2
112,112,3
43,43,2
37,297,3
988,988,3
76,78,2
94,94,2
63,63,2
223,223,3
168,168,3
151,153,3
167,167,3
68,68,2
5,5,1
11,11,2
547,547,3
166,166,3
15,15,2
10,10,2
17,17,2
4,1,1
253,253,3
41,41,2
261,261,3
14,14,2
72,72,2
91,91,2
23,23,2
41,41,2
62,62,2
162,162,3
206,206,3
48,48,2
13,13,2
182,182,3
477,47,2
43,43,2
706,706,3
34,34,2
42,42,2
65,65,2
267,267,3
29,29,2
36,36,2
50,50,2
371,371,3
76,76,2
8,8,1
5,5,1
21,21,2
94,94,2
35,35,2
175,175,3
30,30,2
6,6,1
217,217,3
138,38,2
125,125,3
43,43,2
93,93,2
52,52,2
14,44,2
48,48,2
2,2,1
14,14,2
14,114,3
47,47,2
748,748,3
92,92,2
80,80,2
18,18,2
2,2,1
34,34,2
172,172,3
41,41,2
119,119,3
19,19,2
10,10,2
41,41,2
26,26,2
129,129,3
31,31,2
391,391,3
240,240,3
46,46,2
8,8,1
83,83,2
41,41,2
24,24,2
873,873,3
332,332,3
17,17,2
8,3,1
2,2,1
378,378,3
18,18,2
96,96,2
2,2,1
128,128,3
2,2,1
19,19,2
449,449,3
70,70,2
54,54,2
25,25,2
37,37,2
28,28,2
16,16,2
19,19,2
58,58,2
23,23,2
25,15,2
10,10,2
60,60,2
16,16,2
7,7,1
167,167,3
39,39,2
396,396,3
56,56,2
65,65,2
38,38,2
5,5,1
39,39,2
4,4,1
21,1,1
20,21,2
5,5,1
59,59,2
65,65,2
1671,1871,4
7,7,1
3,3,1
191,191,3
65,65,2
36,36,2
73,73,2
68,88,2
18,6,1
11,11,2
47,47,2
23,23,2
3,3,1
16,16,2
37,37,2
443,443,3
3,3,1
27,27,2
252,252,3
40,40,2
25,25,2
55,55,2
224,224,3
279,279,3
22,22,2
188,188,3
252,252,3
14,14,2
30,30,2
157,157,3
2134,2434,4
22,22,2
6,6,1
468,468,3
292,292,3
103,103,3
43,43,2
36,36,2
2,2,1
4,4,1
14,14,2
291,31,2
6,6,1
13,13,2
11,11,2
12,12,2
62,62,2
37,37,2
15,16,2
995,995,3
84,84,2
194,194,3
47,47,2
14,14,2
800,800,3
2420,642,3
5,5,1
322,322,3
1,1,1
33,33,2
26,26,2
4,4,1
132,32,2
41,41,2
1,1,1
3,3,1
10,10,2
31,31,2
273,273,3
139,139,3
222,222,3
1132,1132,4
40,40,2
512,512,3
44,44,2
18,18,2
4,4,1
53,53,2
43,43,2
4,4,1
103,106,3
1407,1407,4
6,6,1
9,4,1
53,53,2
365,365,3
741,741,3
28,28,2
115,115,3
1,4,1
22,22,2
82,62,2
26,28,2
122,122,3
54,54,2
6,0,1
226,226,3
365,365,3
57,57,2
143,143,3
28,28,2
57,57,2
56,56,2
30,30,2
30,30,2
87,37,2
7,7,1
626,626,3
16,16,2
243,243,3
35,35,2
120,120,3
1,1,1
21,21,2
30,30,2
51,51,2
45,45,2
80,80,2
331,331,3
45,45,2
291,291,3
16,16,2
389,899,3
37,37,2
4,4,1
2,1,1
38,30,2
1554,1554,4
198,198,3
2786,2786,4
124,124,3
40,40,2
7,7,1
28,28,2
58,58,2
648,648,3
281,281,3
163,163,3
148,148,3
22,22,2
303,583,3
75,75,2
6,5,1
5,5,1
18,18,2
123,63,2
312,312,3
118,113,3
19,19,2
181,181,3
372,372,3
247,247,3
146,146,3
206,206,3
270,270,3
705,705,3
41,41,2
23,23,2
60,60,2
155,155,3
28,28,2
1,1,1
138,138,3
41,41,2
174,174,3
51,51,2
8,8,1
48,48,2
1,14,2
1,1,1
85,85,2
6,6,1
32,32,2
109,109,3
44,44,2
17,17,2
13,13,2
1566,1566,4
68,68,2
163,163,3
3,3,1
3,3,1
1,1,1
189,189,3
67,67,2
56,156,3
39,39,2
18,18,2
2006,2206,4
65,65,2
13,13,2
43,43,2
379,379,3
9,9,1
235,235,3
327,327,3
2,2,1
40,40,2
129,129,3
6,6,1
102,102,3
45,45,2
270,270,3
50,50,2
216,216,3
1668,1668,4
16,16,2
27,27,2
1914,1310,4
5,5,1
80,80,2
302,308,3
2,2,1
81,81,2
68,68,2
21,21,2
2,2,1
13,13,2
14,14,2
265,285,3
15,115,3
58,58,2
462,462,3
28,28,2
90,20,2
115,115,3
83,33,2
21,21,2
49,49,2
152,152,3
19,19,2
30,30,2
929,929,3
1,1,1
4,4,1
117,117,3
11,11,2
4,4,1
13,13,2
19,19,2
908,908,3
2,2,1
249,249,3
50,50,2
36,86,2
400,400,3
73,75,2
51,51,2
8,8,1
208,208,3
83,83,2
470,470,3
39,39,2
7,7,1
46,46,2
8,8,1
81,81,2
33,33,2
70,70,2
107,107,3
37,37,2
8911,930,3
88,88,2
75,75,2
66,66,2
81,81,2
2,2,1
44,44,2
40,40,2
90,90,2
28,26,2
521,521,3
246,226,3
22,22,2
33,33,2
418,418,3
190,190,3
1,1,1
29,29,2
210,210,3
62,62,2
110,110,3
1566,1566,4
14,14,2
114,114,3
209,206,3
10,10,2
49,49,2
399,399,3
1,1,1
64,64,2
5,5,1
555,555,3
13,13,2
1,1,1
63,63,2
15,10,2
2,2,1
32,32,2
18,18,2
268,3,1
50,50,2
166,166,3
11,11,2
27,27,2
63,63,2
73,73,2
61,61,2
1,1,1
82,82,2
109,109,3
95,5,1
52,52,2
127,127,3
100,100,3
53,53,2
277,227,3
41,41,2
168,168,3
152,152,3
3,9,1
19,19,2
81,81,2
32,32,2
33,33,2
18,18,2
64,64,2
7,7,1
99,99,2
114,114,3
10,10,2
55,55,2
8,8,1
3,3,1
278,278,3
54,54,2
225,225,3
274,274,3
10,110,3
66,66,2
33,33,2
45,45,2
283,283,3
136,136,3
45,45,2
29,29,2
27,27,2
7,7,1
738,738,3
5,5,1
42,42,2
26,26,2
22,22,2
3702,3702,4
21,21,2
546,546,3
15,15,2
97,97,2
0,2,1
130,130,3
314,314,3
1707,1707,4
9,9,1
120,120,3
3,3,1
56,56,2
67,67,2
514,111,3
65,15,2
111,111,3
3,3,1
28,28,2
174,174,3
2742,2742,4
102,102,3
51,51,2
3,3,1
36,36,2
38,38,2
84,94,2
75,75,2
52,52,2
13,13,2
66,66,2
75,75,2
157,157,3
2,2,1
19,19,2
300,1300,4
200,200,3
57,57,2
163,163,3
151,155,3
52,52,2
59,99,2
416,416,3
4,4,1
520,520,3
3,3,1
15,15,2
33,33,2
91,91,2
1,1,1
17,12,2
21,21,2
124,124,3
297,247,3
48,48,2
148,145,3
1,1,1
215,275,3
270,270,3
2,2,1
112,112,3
789,789,3
67,67,2
53,53,2
9,9,1
248,248,3
251,251,3
8,8,1
111,111,3
140,140,3
20,20,2
25,25,2
92,92,2
1,1,1
61,61,2
12,12,2
1,1,1
15,15,2
18,18,2
20,20,2
45,45,2
7,7,1
11,11,2
162,162,3
65,65,2
56,56,2
121,121,3
61,61,2
113,13,2
12,12,2
57,57,2
2,2,1
63,63,2
68,68,2
16,16,2
130,30,2
2,2,1
6,6,1
338,338,3
1776,1121,4
98,173,3
79,79,2
6,6,1
5,6,1
3,3,1
4,4,1
4,4,1
2,1,1
44,44,2
30,30,2
100,100,3
548,548,3
2,2,1
65,65,2
66,68,2
1994,1994,4
12,12,2
2701,2700,4
2,2,1
111,111,3
1258,1258,4
24,224,3
103,103,3
25,25,2
130,130,3
217,217,3
10,10,2
32,32,2
431,131,3
637,637,3
14,14,2
232,232,3
1,1,1
97,97,2
6,6,1
6,6,1
7,7,1
62,62,2
2,2,1
1,1,1
56,56,2
89,89,2
38,38,2
75,75,2
37,37,2
30,10,2
30,50,2
16,16,2
571,571,3
2211,2221,4
131,131,3
485,485,3
3,5,1
349,349,3
33,33,2
8,8,1
31,31,2
84,84,2
25,29,2
24,24,2
99,99,2
36,36,2
995,995,3
14,14,2
1805,2005,4
3,3,1
228,228,3
2,2,1
4,3,1
6,6,1
1766,1714,4
73,73,2
28,28,2
288,285,3
270,270,3
25,25,2
63,63,2
21,21,2
136,136,3
56,56,2
273,273,3
42,42,2
439,440,3
23,23,2
74,74,2
480,480,3
8,8,1
106,106,3
133,133,3
91,91,2
13,13,2
203,203,3
3001,3301,4
27,27,2
22,22,2
430,430,3
9,9,1
37,37,2
35,35,2
65,65,2
3,3,1
48,48,2
54,33,2
514,19,2
1,1,1
10,10,2
203,203,3
1,1,1
86,86,2
434,434,3
6,6,1
40,40,2
44,44,2
44,44,2
477,477,3
152,152,3
29,29,2
13,14,2
104,104,3
635,133,3
7,7,1
56,56,2
28,28,2
1,1,1
73,73,2
85,85,2
523,523,3
21,1,1
64,64,2
3,3,1
108,164,3
127,31,2
58,58,2
94,94,2
182,182,3
26,26,2
39,39,2
167,167,3
153,153,3
184,184,3
26,26,2
68,87,2
2,1,1
16,16,2
175,115,3
45,45,2
51,51,2
26,26,2
326,326,3
1732,1732,4
19,19,2
98,66,2
22,22,2
28,28,2
11,11,2
39,39,2
40,40,2
21,20,2
33,33,2
112,112,3
64,64,2
91,91,2
43,43,2
21,21,2
17,17,2
15,15,2
134,134,3
95,95,2
205,205,3
19,19,2
12,12,2
122,122,3
32,32,2
3,3,1
22,22,2
15,15,2
333,333,3
17,17,2
278,278,3
5,5,1
180,130,3
136,136,3
40,40,2
16,16,2
13,34,2
40,46,2
56,56,2
5,5,1
148,148,3
9,9,1
62,62,2
212,212,3
80,30,2
45,45,2
152,152,3
44,44,2
1,1,1
2310,2310,4
176,176,3
37,17,2
514,514,3
18,18,2
5,5,1
13,13,2
1,1,1
115,115,3
377,375,3
9,109,3
34,34,2
64,64,2
97,97,2
253,253,3
8,8,1
4,4,1
102,102,3
517,517,3
100,100,3
154,154,3
19,19,2
17,17,2
261,261,3
33,13,2
38,38,2
289,289,3
54,54,2
5,5,1
8,8,1
2,2,1
28,28,2
2622,2022,4
50,50,2
140,140,3
1,1,1
53,53,2
1,1,1
963,493,3
15,15,2
5,5,1
39,39,2
25,25,2
7,7,1
4,1,1
1,1,1
43,43,2
4,4,1
30,30,2
212,212,3
34,34,2
69,69,2
14,14,2
11,11,2
29,29,2
14,14,2
15,15,2
60,60,2
41,41,2
13,13,2
17,17,2
11,11,2
13,13,2
1,1,1
94,94,2
11,11,2
60,60,2
943,943,3
2342,2312,4
6,6,1
6,6,1
93,33,2
680,680,3
3,3,1
369,369,3
1,4,1
31,61,2
88,88,2
11,11,2
11,11,2
9,9,1
71,71,2
2,2,1
38,38,2
2,2,1
150,150,3
76,76,2
245,245,3
1383,1383,4
69,69,2
552,552,3
107,107,3
5,5,1
8,8,1
25,23,2
17,77,2
19,19,2
5,5,1
65,65,2
17,17,2
6,6,1
114,114,3
132,132,3
7,7,1
246,246,3
0,1,1
4,4,1
289,289,3
9,9,1
2,2,1
268,268,3
131,131,3
364,104,3
22,22,2
23,23,2
23,23,2
15,15,2
399,398,3
23,23,2
91,91,2
43,43,2
104,104,3
110,110,3
4,4,1
47,47,2
67,67,2
102,102,3
2,2,1
71,70,2
128,128,3
13,13,2
31,31,2
257,55,2
49,49,2
293,223,3
105,105,3
11,11,2
36,36,2
53,53,2
6,6,1
501,501,3
21,21,2
27,27,2
131,131,3
15,15,2
10191,1401,4
91,91,2
17,17,2
58,58,2
15,15,2
14,14,2
7,7,1
1,1,1
4,4,1
1,1,1
37,37,2
292,292,3
106,106,3
74,74,2
11,1,1
27,27,2
236,236,3
62,32,2
42,42,2
125,125,3
193,197,3
7,7,1
281,281,3
379,379,3
64,64,2
35,35,2
552,552,3
26,26,2
258,258,3
27,27,2
84,84,2
31,31,2
69,69,2
403,403,3
32,32,2
17,17,2
327,327,3
16,16,2
16,16,2
33,33,2
180,180,3
684,684,3
34,34,2
95,96,2
39,39,2
283,283,3
273,273,3
47,47,2
23,23,2
18,18,2
12,12,2
29,29,2
345,345,3
17,17,2
2,2,1
156,35,2
53,53,2
39,33,2
1938,1938,4
26,26,2
56,56,2
30,30,2
486,486,3
18,18,2
34,34,2
3,3,1
34,34,2
361,361,3
311,331,3
104,104,3
1,1,1
1282,1282,4
37,37,2
6,6,1
54,54,2
1226,128,3
58,38,2
24,24,2
1,1,1
138,138,3
6,6,1
36,36,2
37,37,2
22,22,2
12,12,2
73,73,2
52,52,2
47,47,2
1,4,1
363,363,3
287,287,3
41,41,2
5,5,1
210,11,2
118,118,3
52,52,2
332,332,3
35,35,2
641,41,2
41,41,2
25,25,2
442,442,3
68,68,2
1,1,1
5,5,1
2082,2082,4
14,14,2
20,20,2
30,30,2
49,49,2
54,54,2
28,28,2
39,1,1
119,19,2
91,91,2
377,377,3
43,43,2
4,4,1
36,36,2
34,34,2
227,227,3
78,78,2
248,248,3
5,5,1
237,237,3
39,39,2
170,170,3
11,11,2
75,75,2
1873,822,3
31,31,2
31,31,2
15,15,2
890,890,3
21,21,2
2,2,1
2,2,1
43,43,2
11,11,2
2081,2081,4
1,1,1
117,117,3
23,23,2
41,41,2
7,8,1
39,39,2
481,481,3
2,2,1
13,13,2
164,253,3
2,2,1
143,143,3
1734,1734,4
203,203,3
15,15,2
103,103,3
17,17,2
98,98,2
3179,2370,4
107,107,3
275,275,3
1467,1467,4
15,15,2
23,23,2
14,14,2
109,109,3
2702,2202,4
37,57,2
78,78,2
55,55,2
26,26,2
1175,175,3
17,17,2
97,97,2
54,54,2
3,5,1
15,15,2
1,1,1
3,3,1
10,17,2
116,116,3
18,18,2
389,389,3
2100,2100,4
72,72,2
28,28,2
4,4,1
19,19,2
91,91,2
164,164,3
123,123,3
12,19,2
1766,1766,4
40,40,2
96,96,2
1032,1032,4
39,39,2
84,84,2
7,7,1
16,16,2
25,25,2
841,841,3
1,1,1
6,6,1
56,56,2
24,24,2
140,40,2
1,1,1
281,281,3
24,24,2
43,43,2
1,1,1
4,4,1
49,49,2
32,32,2
8,8,1
596,396,3
395,395,3
21,21,2
143,143,3
5,5,1
33,33,2
86,86,2
35,35,2
62,62,2
407,407,3
18,18,2
28,28,2
262,552,3
36,36,2
54,54,2
425,425,3
3,3,1
119,119,3
7,7,1
203,203,3
30,340,3
1,1,1
72,72,2
363,863,3
9,9,1
43,43,2
225,225,3
29,23,2
43,43,2
23,23,2
22,22,2
95,95,2
30,30,2
22,22,2
91,91,2
4,4,1
1570,1570,4
128,128,3
57,67,2
89,89,2
77,77,2
53,53,2
54,54,2
3,5,1
48,48,2
42,42,2
218,218,3
2671,2671,4
38,38,2
65,65,2
743,743,3
207,207,3
23,23,2
10,10,2
40,40,2
40,40,2
20,20,2
85,25,2
580,580,3
219,219,3
11,11,2
2319,26,2
41,41,2
117,117,3
14,14,2
27,27,2
16,16,2
32,32,2
64,64,2
20,20,2
30,30,2
2,2,1
78,78,2
51,51,2
300,300,3
340,280,3
482,482,3
220,210,3
7,7,1
34,34,2
46,46,2
21,21,2
17,17,2
316,316,3
2,2,1
310,310,3
4,21,2
63,63,2
15,15,2
126,126,3
21,31,2
176,176,3
25,25,2
8,1,1
41,41,2
1579,1579,4
47,47,2
338,338,3
9,9,1
27,27,2
0,9,1
205,205,3
22,22,2
43,43,2
33,33,2
51,51,2
155,166,3
6,6,1
34,34,2
67,67,2
185,185,3
50,50,2
37,17,2
4,4,1
331,331,3
66,66,2
19,19,2
97,97,2
5,5,1
50,50,2
8,1,1
227,227,3
89,89,2
9,9,1
40,40,2
5,5,1
704,707,3
5,5,1
4,4,1
17,17,2
11,11,2
12,12,2
13,13,2
23,23,2
60,60,2
20,20,2
38,38,2
316,316,3
111,111,3
3,3,1
233,233,3
51,51,2
46,46,2
76,76,2
6,5,1
881,881,3
4,44,2
139,139,3
6,6,1
125,125,3
66,66,2
86,36,2
4,4,1
1839,1839,4
48,48,2
42,42,2
59,59,2
61,61,2
8,8,1
43,43,2
128,128,3
914,972,3
44,44,2
14,14,2
2,2,1
142,142,3
140,140,3
131,131,3
48,48,2
56,56,2
46,46,2
8,8,1
113,113,3
4,4,1
52,52,2
501,501,3
1542,1512,4
91,91,2
38,38,2
116,116,3
61,61,2
92,92,2
1,1,1
8,8,1
1622,1622,4
363,363,3
340,340,3
15,15,2
120,120,3
1280,1206,4
38,48,2
12,12,2
56,56,2
159,119,3
10,10,2
3,3,1
416,416,3
196,196,3
2626,2028,4
52,52,2
41,41,2
76,16,2
0,9,1
43,43,2
7,7,1
512,512,3
6,6,1
27,27,2
175,175,3
43,43,2
275,275,3
13,13,2
10,10,2
3,1,1
23,23,2
64,64,2
7,7,1
15,15,2
1280,1280,4
41,41,2
38,38,2
28,28,2
314,54,2
524,52,2
27,27,2
23,23,2
58,58,2
80,4,1
8,8,1
41,141,3
7,7,1
17,17,2
46,44,2
33,33,2
38,38,2
33,33,2
1,1,1
19,19,2
55,55,2
14,14,2
41,41,2
45,5,1
138,138,3
443,443,3
24,24,2
16,16,2
92,92,2
73,73,2
4,1,1
12,12,2
117,117,3
15,15,2
20,20,2
52,52,2
71,771,3
48,48,2
60,60,2
16,16,2
46,48,2
9,9,1
150,150,3
41,41,2
92,92,2
2,2,1
1,1,1
72,72,2
3,3,1
67,67,2
31,31,2
387,387,3
98,98,2
23,23,2
136,136,3
4,4,1
24,24,2
247,247,3
24,24,2
519,81,2
54,54,2
656,656,3
57,57,2
5,5,1
5,5,1
81,81,2
266,266,3
102,103,3
22,22,2
55,55,2
25,25,2
9,9,1
2,2,1
35,35,2
22,222,3
56,56,2
58,58,2
633,136,3
14,14,2
59,59,2
65,165,3
66,66,2
473,473,3
1264,1284,4
62,62,2
7,7,1
8,8,1
191,111,3
52,52,2
84,84,2
20,20,2
29,29,2
2,2,1
5,5,1
2715,2715,4
122,122,3
51,51,2
2,2,1
9,9,1
336,336,3
36,36,2
2746,2748,4
28,28,2
138,138,3
145,145,3
112,112,3
75,75,2
11,11,2
29,29,2
17,17,2
200,200,3
32,32,2
46,146,3
53,53,2
28,28,2
451,38,2
86,86,2
350,350,3
14,14,2
28,28,2
27,27,2
13,13,2
3,3,1
10,10,2
26,26,2
154,154,3
428,428,3
19,19,2
183,183,3
38,58,2
58,58,2
226,226,3
1251,1261,4
1007,1007,4
35,35,2
74,74,2
1,1,1
116,116,3
6,8,1
35,35,2
28,28,2
90,90,2
1430,1430,4
30,310,3
2,2,1
32,32,2
9,3,1
86,86,2
640,640,3
27,27,2
17,17,2
54,54,2
1055,1049,4
6,6,1
137,37,2
32,32,2
134,131,3
40,40,2
12,12,2
3329,29,2
25,25,2
37,37,2
99,99,2
141,141,3
57,57,2
5,1,1
9,9,1
4,4,1
3,1,1
8,8,1
146,146,3
524,524,3
273,273,3
916,916,3
10,10,2
1241,1241,4
155,155,3
63,63,2
62,62,2
33,33,2
220,220,3
39,39,2
55,53,2
106,106,3
19,19,2
194,104,3
33,33,2
14,14,2
4,4,1
84,84,2
63,53,2
681,681,3
7,7,1
16,16,2
503,503,3
32,32,2
114,114,3
69,69,2
66,66,2
9,4,1
11,11,2
36,36,2
47,47,2
4,5,1
7,7,1
7,7,1
50,50,2
973,132,3
164,164,3
4,4,1
36,36,2
50,50,2
19,19,2
84,84,2
19,19,2
521,521,3
112,112,3
46,46,2
27,27,2
148,148,3
2,12,2
89,89,2
546,546,3
295,295,3
18,18,2
18,18,2
23,23,2
87,87,2
633,633,3
24,24,2
76,76,2
28,28,2
28,28,2
5,5,1
423,423,3
27,27,2
33,33,2
59,59,2
7,7,1
257,250,3
3,3,1
108,108,3
46,46,2
13,13,2
1,1,1
